IP,DNS,Tracking Method,Last Scanned Date,Tags
10.18.4.129,du3-ls04-vlan-interface402.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.82,mono.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.191,tdc-console002.f.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.134.3,du3-ls0602-vlan-interface777.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_ilo_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:CDE|DC:DU3|CDE:ILO|AI:Internal
10.18.54.39,asr001.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.4.205,gfs110.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.54.41,tapeweb.adm.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal|PCI:Tape
10.18.56.26,du3-qlb-mip26.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.3.203,gfs105.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.7.193,du3-ls07-vlan-interface403.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.50.52,elkmon-m002.adm.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_elk_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.165,acct002.f.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.3.135,db008.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.6.149,db063.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.54.37,ops-mcl001.st.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.196,backend003.f.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.8.225,du3-pod8-vlan-interface404.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.4.143,db029.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.8.148,db098.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.28,du3-qlb-mip28.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.85,origin-onlinecheckout.eu1.f.netsuite.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.131.2,du3-ls0301-vlan-interface777.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_ilo_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:CDE|DC:DU3|CDE:ILO|AI:Internal
10.18.6.130,du3-ls0601-vlan-interface402.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.7.139,db075.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.169,backend001.f.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.136.1,du3-pod8-vlan-interface777.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_ilo_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:CDE|DC:DU3|CDE:ILO|AI:Internal
10.18.7.147,db083.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.80,rest.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.145,db000.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.4.199,fs041.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.132.2,du3-ls0401-vlan-interface777.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_ilo_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:CDE|DC:DU3|CDE:ILO|AI:Internal
10.18.3.145,db019.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.50.57,elkmon-s002.adm.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_elk_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.214,secure.source.eu1.f.netsuite.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.6.145,db601.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.54.45,hyp007.adm.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.228,db011.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.8.226,du3-ls0801-vlan-interface404.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.201,gfs113.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.8.147,db097.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.38,du3-qlb-mip38.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.4.136,db024.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.183,debug002.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.7.136,db072.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.23,du3-qlb-mip23.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.171,elkcom-dms005.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.8.142,db092.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.140,db040.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.106,debug004.f.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.232,db007.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.24,du3-qlb-mip24.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.3.225,du3-ls03-vlan-interface404.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.6.226,du3-ls0601-vlan-interface404.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.174,cas001.f.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.3.137,db011.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.109,apache-shop002.f.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.6.144,db058.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.236,db003.f.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.4.194,du3-ls0401-vlan-interface403.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.54.11,hyp001.adm.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.77,forms.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.5.143,db043.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.7.227,du3-ls0702-vlan-interface404.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.8.151,db101.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.222,db003.snap.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.3.205,gfs104.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.54.36,ot-hub001.m.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.21,du3-qlb-mip21.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.60,bbtor001.m.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.168,apache-partners001.f.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.7.131,du3-ls0702-vlan-interface402.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.50.33,elkapp-d003.st.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_elk_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.194,red002.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.200.111,elkmon.dub.netledger.com,IP,2020-11-19,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|du3_plb_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.3.131,du3-ls0302-vlan-interface402.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.6.147,db061.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.50.50,elkmon-i002.adm.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_elk_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.143,hyp015.m.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.8.135,db085.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.130,hyp002.m.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.4.193,du3-ls04-vlan-interface403.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.4.140,dbr004.prod.dub.netledger.com,IP,2020-10-08,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.6.139,db053.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.189,zoo002.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.39,du3-qlb-mip39.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.131,hyp003.m.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.7.225,du3-ls07-vlan-interface404.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.3.194,du3-ls0301-vlan-interface403.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.5.137,db037.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:DB|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.7.130,du3-ls0701-vlan-interface402.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_db_saops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.8.200,fs005.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_nfs_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.56.11,du3-qlb002.dub.netledger.com,IP,2020-12-05,all_internal|BU:NSCore|Security|BU:NetOps|du3_netops_internal_all|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.192,kafka003.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.135.1,du3-ls07-vlan-interface777.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_ilo_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|PCI:CDE|DC:DU3|CDE:ILO|AI:Internal
