IP,DNS,Tracking Method,Tags
10.8.131.237,pdu-ch1-02-06b.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|pdu_netsuite_all|nscore_pentest_telnet_internal_all|Internal|AI:Internal
10.2.65.105,heapdump001.adm.bos.netledger.com,IP,bo1_qa_saops_internal_all|all_internal|BU:NSCore|Security|BU:NetOps|SRE|Internal|AI:Internal
185.72.130.42,185-72-130-42.sd.netsuite.com,IP,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_du3_external_all|AI:New Asset|NSCore_Classic_external_all|Internet Facing Assets
185.72.130.43,185-72-130-43.sd.netsuite.com,IP,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_du3_external_all|AI:New Asset|NSCore_Classic_external_all|Internet Facing Assets
172.24.248.10,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.248.125,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
10.1.65.21,hyp010.m.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Illumio Assets|Internal|DC:SC9|AI:Internal
10.1.65.46,hyp011.m.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.65.68,hyp012.m.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.200.103.71,None,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|openair_pentest_2018_SSL Medium Strength Cipher Suites Supported|Internal|AI:Internal
10.1.165.46,hyp011-console.m.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.243.205,aadams-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
129.213.122.183,None,IP,tribehr_external_all|all_external|BU:TribeHr|Security|BU:NetOps|SRE|NSCore_OCI_external_all|Internet Facing Assets
10.200.103.70,None,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|openair_pentest_2018_SSL Medium Strength Cipher Suites Supported|Internal|AI:Internal
10.1.242.201,pkumar-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.242.221,vdrahos-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.200.103.73,None,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|openair_pentest_2018_SSL Medium Strength Cipher Suites Supported|Internal|AI:Internal
10.200.103.72,None,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|openair_pentest_2018_SSL Medium Strength Cipher Suites Supported|Internal|AI:Internal
10.1.57.59,nsamon002.adm.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|NSCore_pentest_tlsv1.0|sc9_NSCore_pentest_tlsv1.0_adhoc|nscore_pentest_selfsigned_internal_all|Internal|DC:SC9|CDE:IPAddress|PCI:CDE|AI:Internal
10.1.79.127,available-10.1.79.127.ips.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|AI:No DNS Record|DC:SC9|AI:Internal
10.1.243.157,morefice-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.182,snap-odbc001vip.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.79.180,odbc001vip.f.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|openPorts.port:1708|all_odbc_servers|DC:SC9|AI:Internal
10.1.79.183,available-10.1.79.183.ips.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|AI:No DNS Record|DC:SC9|AI:Internal
10.1.79.181,odbc002vip.f.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|openPorts.port:1708|DC:SC9|AI:Internal
10.8.56.101,odbc002vip.f.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_qa_saops_internal_all|Internal|AI:Internal
10.8.56.100,odbc001vip.f.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_qa_saops_internal_all|Internal|AI:Internal
212.25.249.70,212-25-249-70.sd.netsuite.com,IP,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|am3_vlb_external_all|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
212.25.249.69,212-25-249-69.sd.netsuite.com,IP,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
10.2.79.91,odbc001vip.f.bos.netledger.com,IP,all_internal|bo1_netops_internal_all|BU:NSCore|Security|BU:NetOps|SRE|Internal|openPorts.port:1708|all_odbc_servers|AI:Internal
10.2.79.90,odbc002vip.f.bos.netledger.com,IP,all_internal|bo1_netops_internal_all|BU:NSCore|Security|BU:NetOps|SRE|Internal|openPorts.port:1708|all_odbc_servers|AI:Internal
10.8.183.241,pdu-ch1-01-01b.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|pdu_netsuite_all|Internal|AI:Internal
10.8.183.247,pdu-ch1-01-02d.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|pdu_netsuite_all|Internal|AI:Internal
10.200.3.163,hyp01.bo1.openair1.com,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|Internal|AI:Internal
10.200.3.166,vmm02.bo1.openair1.com,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|Internal|AI:Internal
10.200.3.164,hyp02.bo1.openair1.com,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|Internal|AI:Internal
10.200.3.165,vmm01.bo1.openair1.com,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|Internal|AI:Internal
10.8.130.242,pdu-ch1-02-04c.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|pdu_netsuite_all|Internal|AI:Internal
10.8.7.205,gfs214.prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_nfs_saops_internal_all|Internal|AI:Internal
167.216.129.27,None,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
10.8.183.8,ch1-cy005.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|Internal|AI:Internal
10.200.3.171,iam01.bo1.openair1.com,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|Internal|AI:Internal
10.200.3.172,iam02.bo1.openair1.com,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|Internal|AI:Internal
10.200.3.173,dns01.bo1.openair1.com,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|Internal|AI:Internal
10.1.65.238,shop001.snap.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|AI:Internal
72.34.169.32,odbcserver.na3.netsuite.com,DNS,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|pci_netsuite_ch1|pci_netsuite_2019|openPorts.port:1708|all_odbc_servers|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
10.8.56.159,cas003.f.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_qa_saops_internal_all|Internal|AI:Internal
10.8.7.202,gfs215.prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_nfs_saops_internal_all|Internal|AI:Internal
167.216.129.66,odbcserver.sandbox.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|openPorts.port:1708|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
10.8.7.201,gfs213.prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_nfs_saops_internal_all|Internal|AI:Internal
10.8.7.206,gfs216.prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_nfs_saops_internal_all|Internal|AI:Internal
10.8.7.203,gfs217.prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_nfs_saops_internal_all|Internal|AI:Internal
10.2.79.173,available-10.2.79.173.ips.bos.netledger.com,IP,all_internal|bo1_netops_internal_all|BU:NSCore|Security|BU:NetOps|SRE|Internal|AI:No DNS Record|AI:Internal
10.1.79.178,odbcserver.snap.netsuite.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|openPorts.port:1708|DC:SC9|AI:Internal
10.1.242.37,dstibor-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.242.161,ajana-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
212.25.249.65,212-25-249-65.sd.netsuite.com,IP,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|am3_vlb_external_all|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
172.24.129.100,None,IP,all_internal|Security|ITGI|se4b_corpIT_internal_all|BU:DevOps|Internal|AI:Internal
10.8.7.207,gfs218.prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_nfs_saops_internal_all|Internal|AI:Internal
10.8.0.103,ch1-ls1011.chi.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|ch1_internal_all|ch1_netops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.0.104,ch1-ls1012.chi.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|ch1_internal_all|ch1_netops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.138.2,ch1-ls1001-vlan-interface777.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.10.129,ch1-pod10-vlan-interface402.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_db_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.10.131,ch1-ls1002-vlan-interface402.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_db_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.10.195,ch1-ls1002-vlan-interface403.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_nfs_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.240.235,ch1-ls1002-to-ch1-ss002-link-prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.240.223,ch1-ls1001-to-ch1-ss002-link-prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.240.222,ch1-ss002-to-ch1-ls1001-link-prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:New Asset|AI:Internal
10.8.10.193,ch1-pod10-vlan-interface403.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_nfs_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.240.229,ch1-ls1002-to-ch1-ss001-link-prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.10.226,ch1-ls1001-vlan-interface404.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_admin_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.10.67,ch1-ls1002-vlan-interface401.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_java_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.240.216,ch1-ss001-to-ch1-ls1001-link-prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:New Asset|AI:Internal
10.8.240.217,ch1-ls1001-to-ch1-ss001-link-prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.10.1,ch1-pod10-vlan-interface400.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_apache_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.240.234,ch1-ss002-to-ch1-ls1002-link-prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.0.102,ch1-ls1002.chi.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|ch1_internal_all|ch1_netops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.0.101,ch1-ls1001.chi.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|ch1_internal_all|ch1_netops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.10.65,ch1-pod10-vlan-interface401.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_java_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.10.2,ch1-ls1001-vlan-interface400.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_apache_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.10.227,ch1-ls1002-vlan-interface404.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_admin_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.240.228,ch1-ss001-to-ch1-ls1002-link-prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.138.1,ch1-pod10-vlan-interface777.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.10.3,ch1-ls1002-vlan-interface400.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_apache_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.10.225,ch1-pod10-vlan-interface404.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_admin_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.10.130,ch1-ls1001-vlan-interface402.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_db_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.10.194,ch1-ls1001-vlan-interface403.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_nfs_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.10.66,ch1-ls1001-vlan-interface401.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_java_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.138.3,ch1-ls1002-vlan-interface777.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|Internal|AI:New Asset|AI:Internal
216.224.103.53,216-224-103-53.sd.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
216.224.103.52,216-224-103-52.sd.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
172.24.249.86,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.249.80,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.249.69,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
10.1.242.193,mrex-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.243.73,mcibulka-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.200.101.167,ilostate06,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|openair_pentest_2018_SSL Medium Strength Cipher Suites Supported|Internal|AI:Internal
10.200.101.168,ilostate07,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|openair_pentest_2018_SSL Medium Strength Cipher Suites Supported|Internal|AI:Internal
10.200.102.103,None,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|openair_pentest_2018_SSL Medium Strength Cipher Suites Supported|Internal|AI:Internal
10.200.102.104,None,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|openair_pentest_2018_SSL Medium Strength Cipher Suites Supported|Internal|AI:Internal
10.200.102.105,None,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|openair_pentest_2018_SSL Medium Strength Cipher Suites Supported|Internal|AI:Internal
10.200.102.106,None,IP,all_internal|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_internal_all|openair_pentest_2018_SSL Medium Strength Cipher Suites Supported|Internal|AI:Internal
10.1.65.85,acct004.snap.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|sc9_f_molecule|Internal|DC:SC9|AI:Internal
10.1.242.61,dlugg-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.243.21,jake-reece-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
172.24.241.121,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.241.92,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
10.1.242.89,cmelton-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.240.245,omatejicek-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.242.149,fgontko-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.243.49,drohleder-tcp.vpn.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_prod_admin_saops_internal_all|Internal|DC:SC9|AI:Internal
10.1.65.254,cas003.snap.svale.netledger.com,IP,all_internal|BU:NSCore|Security|sc9_qa_saops_internal_all|Internal|DC:SC9|AI:Internal
40.143.37.245,None,IP,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.246,None,IP,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.33,None,IP,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.100,None,IP,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.101,None,IP,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.102,None,IP,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.136,None,IP,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.211,None,IP,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
40.143.37.212,None,IP,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
209.59.24.52,None,IP,Security|BU:Bronto|bronto_devstage_209_external_all|Bronto_ALL_External|Internet Facing Assets
209.59.24.54,None,IP,Security|BU:Bronto|bronto_devstage_209_external_all|Bronto_ALL_External|Internet Facing Assets
10.8.0.107,ch1-ls1111.chi.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|ch1_internal_all|ch1_netops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.0.108,ch1-ls1112.chi.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|ch1_internal_all|ch1_netops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.0.110,ch1-ls1202.chi.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|ch1_internal_all|ch1_netops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.12.195,ch1-ls1202-vlan-interface403.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_nfs_saops_internal_all|Internal|AI:New Asset|AI:Internal
10.8.138.144,db124-console.prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|Internal|AI:Internal
10.8.139.2,ch1-ls1101-vlan-interface777.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|Internal|AI:Internal
10.8.138.140,db120-console.prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|Internal|AI:Internal
10.8.139.137,db137-console.prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|Internal|AI:Internal
10.8.139.138,db138-console.prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|Internal|AI:Internal
10.8.138.139,db119-console.prod.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_prod_ilo_saops_internal_all|Internal|AI:Internal
